PassengerID,Customer_History_ID,Ticket_Booking_Date,Flight_Date,Days_Before_Travel,Traveler_Type,Membership_Status,Origin,Destination,Travel_Class,Peak_Season,Base_Ticket_Price,WiFi_Purchased,WiFi_Price,Lounge_Access_Purchased,Lounge_Price,Meals_Purchased,Meals_Price,Insurance_Purchased,Insurance_Price,Priority_Boarding_Purchased,Priority_Boarding_Price,Carbon_Offset_Purchased,Carbon_Offset_Price,Total_Ancillary_Cost,Final_Ticket_Price
P0180,CH0180,2017-01-12,2017-03-16,63,Leisure,Gold,Munich,Vienna,Economy,No,111,Yes,15,No,0,Yes,40,No,0,No,0,No,0,55,166
P0180,CH0180,2025-10-12,2025-11-14,33,Leisure,Gold,London,Paris,Economy,No,91,Yes,15,No,0,No,0,Yes,20,No,0,No,0,35,126
P0180,CH0180,2014-05-21,2014-07-14,54,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,101,Yes,15,No,0,Yes,20,Yes,25,No,0,No,0,60,161
P0180,CH0180,2019-01-27,2019-03-11,43,Leisure,Gold,Frankfurt,Madrid,Economy,No,156,Yes,10,No,0,Yes,40,No,0,Yes,15,Yes,3,68,224
P0180,CH0180,2019-09-25,2019-11-03,39,Leisure,Gold,Madrid,Barcelona,Economy,No,95,Yes,30,No,0,Yes,15,Yes,10,Yes,20,Yes,5,80,175
P0180,CH0180,2013-10-08,2014-01-27,111,Leisure,Gold,London,Paris,Economy,No,73,Yes,10,No,0,No,0,No,0,No,0,No,0,10,83
P0180,CH0180,2023-09-24,2024-01-11,109,Leisure,Gold,London,Berlin,Economy,No,82,Yes,30,No,0,No,0,Yes,10,No,0,No,0,40,122
P0180,CH0180,2014-01-30,2014-03-17,46,Leisure,Gold,Paris,Rome,Economy,No,93,Yes,20,No,0,No,0,No,0,No,0,Yes,3,23,116
P0180,CH0180,2020-02-06,2020-03-06,29,Leisure,Gold,London,Berlin,Economy,No,87,No,0,No,0,No,0,No,0,No,0,No,0,0,87
P0180,CH0180,2021-03-29,2021-05-19,51,Leisure,Gold,London,Berlin,Economy,No,78,No,0,No,0,No,0,Yes,20,No,0,No,0,20,98
P0180,CH0180,2018-08-16,2018-09-12,27,Leisure,Gold,Amsterdam,Zurich,Economy,No,88,No,0,No,0,Yes,15,No,0,Yes,10,No,0,25,113
P0180,CH0180,2022-09-07,2022-11-24,78,Leisure,Gold,Rome,London,Economy,No,114,Yes,25,No,0,No,0,Yes,25,No,0,No,0,50,164
P0180,CH0180,2021-11-04,2022-02-02,90,Leisure,Gold,Munich,Vienna,Economy,No,111,Yes,15,No,0,Yes,20,No,0,Yes,20,Yes,3,58,169
P0180,CH0180,2021-02-07,2021-02-14,7,Leisure,Gold,Madrid,Barcelona,Economy,No,52,No,0,No,0,Yes,40,Yes,10,No,0,No,0,50,102
P0180,CH0180,2020-05-19,2020-08-27,100,Leisure,Gold,London,Paris,Economy,Yes,78,Yes,20,No,0,No,0,No,0,Yes,5,Yes,3,28,106
P0180,CH0180,2023-07-20,2023-09-04,46,Leisure,Gold,Madrid,Barcelona,Economy,No,99,No,0,No,0,Yes,15,No,0,Yes,15,No,0,30,129
P0180,CH0180,2025-08-26,2025-11-27,93,Leisure,Gold,Madrid,Barcelona,Economy,No,83,No,0,No,0,Yes,20,No,0,Yes,15,No,0,35,118
P0180,CH0180,2014-03-01,2014-05-12,72,Leisure,Gold,Vienna,Prague,Economy,No,108,Yes,20,No,0,No,0,No,0,Yes,10,No,0,30,138
P0180,CH0180,2022-08-21,2022-10-11,51,Leisure,Gold,Amsterdam,Zurich,Economy,No,141,Yes,15,No,0,Yes,30,No,0,Yes,5,Yes,3,53,194
P0180,CH0180,2015-06-27,2015-07-01,4,Leisure,Gold,London,Berlin,Economy,Yes,96,No,0,No,0,Yes,30,No,0,No,0,No,0,30,126
P0180,CH0180,2024-10-20,2024-10-21,1,Leisure,Gold,Madrid,Barcelona,Economy,No,65,Yes,20,No,0,No,0,No,0,No,0,No,0,20,85
P0180,CH0180,2024-10-10,2025-01-07,89,Leisure,Gold,London,Berlin,Economy,No,92,Yes,15,No,0,Yes,40,No,0,No,0,Yes,5,60,152
P0180,CH0180,2016-04-08,2016-05-06,28,Leisure,Gold,London,Paris,Economy,No,106,No,0,No,0,Yes,20,No,0,No,0,No,0,20,126
P0180,CH0180,2014-09-05,2014-11-09,65,Leisure,Gold,Berlin,Amsterdam,Economy,No,126,Yes,10,No,0,No,0,No,0,No,0,No,0,10,136
P0180,CH0180,2020-07-26,2020-08-07,12,Leisure,Gold,Paris,Rome,Economy,Yes,157,No,0,No,0,No,0,No,0,No,0,No,0,0,157
P0180,CH0180,2014-04-22,2014-05-12,20,Leisure,Gold,Madrid,Barcelona,Economy,No,66,Yes,15,No,0,No,0,Yes,10,No,0,Yes,15,40,106
P0180,CH0180,2020-05-11,2020-06-15,35,Leisure,Gold,Frankfurt,Madrid,Economy,Yes,131,Yes,30,No,0,No,0,No,0,Yes,20,Yes,5,55,186
P0180,CH0180,2014-06-25,2014-07-04,9,Leisure,Gold,London,Berlin,Economy,Yes,135,Yes,10,No,0,Yes,15,No,0,Yes,10,No,0,35,170
P0180,CH0180,2017-09-18,2017-12-15,88,Leisure,Gold,London,Paris,Economy,Yes,87,No,0,No,0,Yes,20,No,0,Yes,10,No,0,30,117
P0180,CH0180,2015-08-15,2015-08-24,9,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,124,Yes,25,No,0,Yes,40,No,0,Yes,20,Yes,15,100,224
P0180,CH0180,2019-02-17,2019-02-24,7,Leisure,Gold,Frankfurt,Madrid,Economy,No,170,Yes,20,No,0,Yes,15,No,0,Yes,15,No,0,50,220
P0180,CH0180,2018-09-28,2018-10-28,30,Leisure,Gold,Paris,Rome,Economy,No,118,Yes,25,No,0,Yes,30,Yes,20,No,0,No,0,75,193
P0180,CH0180,2020-03-29,2020-05-25,57,Leisure,Gold,Vienna,Prague,Economy,No,64,Yes,15,No,0,Yes,20,No,0,No,0,Yes,3,38,102
P0180,CH0180,2022-12-22,2023-02-28,68,Leisure,Gold,Amsterdam,Zurich,Economy,No,86,No,0,No,0,No,0,No,0,No,0,No,0,0,86
P0180,CH0180,2020-07-17,2020-09-19,64,Leisure,Gold,Berlin,Amsterdam,Economy,No,132,Yes,20,No,0,Yes,15,No,0,No,0,No,0,35,167
P0180,CH0180,2016-12-10,2017-02-15,67,Leisure,Gold,Vienna,Prague,Economy,No,87,Yes,25,No,0,No,0,Yes,15,Yes,5,No,0,45,132
P0180,CH0180,2017-05-14,2017-08-14,92,Leisure,Gold,Berlin,Amsterdam,Economy,Yes,139,Yes,25,No,0,No,0,Yes,15,Yes,15,Yes,15,70,209
P0180,CH0180,2018-06-03,2018-08-14,72,Leisure,Gold,Frankfurt,Madrid,Economy,Yes,142,No,0,No,0,Yes,30,No,0,Yes,10,Yes,15,55,197
P0180,CH0180,2016-11-28,2016-12-22,24,Leisure,Gold,Berlin,Amsterdam,Economy,Yes,107,Yes,25,No,0,Yes,40,No,0,No,0,No,0,65,172
P0180,CH0180,2014-05-25,2014-07-04,40,Leisure,Gold,Madrid,Barcelona,Economy,Yes,54,Yes,10,No,0,Yes,20,Yes,25,No,0,Yes,3,58,112
P0180,CH0180,2014-07-01,2014-07-07,6,Leisure,Gold,Berlin,Amsterdam,Economy,Yes,112,No,0,No,0,No,0,Yes,25,Yes,15,No,0,40,152
P0180,CH0180,2023-08-14,2023-09-08,25,Leisure,Gold,London,Berlin,Economy,No,96,Yes,30,No,0,No,0,No,0,No,0,No,0,30,126
P0180,CH0180,2015-04-15,2015-05-01,16,Leisure,Gold,Amsterdam,Zurich,Economy,No,140,Yes,10,No,0,No,0,Yes,20,No,0,Yes,10,40,180
P0180,CH0180,2022-11-24,2023-03-23,119,Leisure,Gold,Paris,Rome,Economy,No,167,No,0,No,0,Yes,15,Yes,25,Yes,5,No,0,45,212
P0180,CH0180,2018-10-23,2018-12-18,56,Leisure,Gold,Madrid,Barcelona,Economy,Yes,67,Yes,15,No,0,Yes,20,No,0,No,0,No,0,35,102
P0180,CH0180,2018-07-20,2018-08-14,25,Leisure,Gold,London,Paris,Economy,Yes,87,Yes,20,No,0,Yes,40,No,0,Yes,5,No,0,65,152
P0180,CH0180,2013-12-14,2014-01-28,45,Leisure,Gold,Frankfurt,Madrid,Economy,No,153,No,0,No,0,Yes,40,No,0,No,0,No,0,40,193
P0180,CH0180,2023-07-12,2023-09-01,51,Leisure,Gold,Vienna,Prague,Economy,No,108,No,0,No,0,No,0,No,0,Yes,15,No,0,15,123
P0180,CH0180,2024-05-15,2024-05-25,10,Leisure,Gold,Paris,Rome,Economy,No,106,Yes,15,No,0,No,0,No,0,No,0,Yes,15,30,136
P0180,CH0180,2017-04-17,2017-05-25,38,Leisure,Gold,London,Paris,Economy,No,103,No,0,No,0,Yes,15,No,0,Yes,20,No,0,35,138
P0180,CH0180,2019-09-29,2019-10-10,11,Leisure,Gold,Munich,Vienna,Economy,No,84,No,0,No,0,No,0,No,0,No,0,Yes,5,5,89
P0180,CH0180,2020-02-13,2020-02-26,13,Leisure,Gold,Rome,London,Economy,No,128,Yes,30,No,0,Yes,30,No,0,Yes,15,Yes,10,85,213
P0180,CH0180,2021-10-16,2022-02-01,108,Leisure,Gold,Berlin,Amsterdam,Economy,No,143,Yes,10,No,0,Yes,15,Yes,25,Yes,10,No,0,60,203
P0180,CH0180,2025-11-22,2025-12-08,16,Leisure,Gold,Vienna,Prague,Economy,Yes,104,No,0,No,0,No,0,No,0,Yes,15,No,0,15,119
P0180,CH0180,2022-06-17,2022-07-17,30,Leisure,Gold,Paris,Rome,Economy,Yes,161,No,0,No,0,No,0,No,0,No,0,Yes,3,3,164
P0181,CH0181,2014-05-14,2014-07-07,54,Leisure,Gold,Paris,Rome,Economy,Yes,91,No,0,No,0,Yes,40,Yes,20,No,0,No,0,60,151
P0181,CH0181,2024-02-14,2024-05-13,89,Leisure,Gold,Berlin,Amsterdam,Economy,No,142,Yes,20,No,0,Yes,30,Yes,20,No,0,No,0,70,212
P0181,CH0181,2024-10-27,2024-11-18,22,Leisure,Gold,Amsterdam,Zurich,Economy,No,131,Yes,20,No,0,No,0,Yes,25,Yes,15,Yes,15,75,206
P0181,CH0181,2024-03-01,2024-06-13,104,Leisure,Gold,Rome,London,Economy,Yes,94,Yes,20,No,0,Yes,20,No,0,No,0,No,0,40,134
P0181,CH0181,2023-05-29,2023-08-08,71,Leisure,Gold,Frankfurt,Madrid,Economy,Yes,153,No,0,No,0,Yes,30,No,0,Yes,10,No,0,40,193
P0181,CH0181,2015-02-20,2015-03-12,20,Leisure,Gold,Madrid,Barcelona,Economy,No,81,Yes,10,No,0,Yes,15,Yes,25,No,0,No,0,50,131
P0181,CH0181,2025-03-14,2025-04-26,43,Leisure,Gold,Frankfurt,Madrid,Economy,No,126,Yes,20,No,0,Yes,40,No,0,No,0,No,0,60,186
P0181,CH0181,2024-02-18,2024-03-27,38,Leisure,Gold,Vienna,Prague,Economy,No,68,Yes,30,No,0,Yes,20,No,0,No,0,No,0,50,118
P0181,CH0181,2022-04-23,2022-07-02,70,Leisure,Gold,London,Paris,Economy,Yes,88,No,0,No,0,Yes,30,No,0,No,0,Yes,15,45,133
P0181,CH0181,2017-06-11,2017-09-27,108,Leisure,Gold,Madrid,Barcelona,Economy,No,68,No,0,No,0,Yes,20,Yes,10,No,0,No,0,30,98
P0181,CH0181,2016-05-13,2016-08-12,91,Leisure,Gold,London,Berlin,Economy,Yes,123,No,0,No,0,No,0,No,0,No,0,No,0,0,123
P0181,CH0181,2014-06-19,2014-07-20,31,Leisure,Gold,Munich,Vienna,Economy,Yes,64,Yes,30,No,0,No,0,Yes,20,No,0,Yes,15,65,129
P0181,CH0181,2022-07-01,2022-09-03,64,Leisure,Gold,London,Paris,Economy,No,106,Yes,10,No,0,No,0,No,0,Yes,15,Yes,3,28,134
P0181,CH0181,2013-10-29,2014-02-12,106,Leisure,Gold,Amsterdam,Zurich,Economy,No,84,No,0,No,0,Yes,20,No,0,No,0,Yes,3,23,107
P0181,CH0181,2022-07-15,2022-08-05,21,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,138,Yes,30,No,0,No,0,No,0,No,0,No,0,30,168
P0181,CH0181,2019-07-17,2019-11-04,110,Leisure,Gold,Rome,London,Economy,No,150,Yes,25,No,0,Yes,15,No,0,Yes,5,No,0,45,195
P0181,CH0181,2021-04-01,2021-04-25,24,Leisure,Gold,Madrid,Barcelona,Economy,No,62,No,0,No,0,Yes,20,Yes,20,Yes,10,No,0,50,112
P0181,CH0181,2025-07-03,2025-09-07,66,Leisure,Gold,London,Paris,Economy,No,111,Yes,20,No,0,No,0,No,0,No,0,No,0,20,131
P0181,CH0181,2025-05-14,2025-07-10,57,Leisure,Gold,Berlin,Amsterdam,Economy,Yes,145,No,0,No,0,Yes,30,No,0,Yes,15,No,0,45,190
P0181,CH0181,2018-03-02,2018-04-06,35,Leisure,Gold,Madrid,Barcelona,Economy,No,61,No,0,No,0,Yes,15,No,0,No,0,No,0,15,76
P0181,CH0181,2019-04-02,2019-06-08,67,Leisure,Gold,Vienna,Prague,Economy,Yes,74,No,0,No,0,Yes,40,No,0,No,0,No,0,40,114
P0181,CH0181,2015-04-10,2015-05-04,24,Leisure,Gold,Rome,London,Economy,No,125,No,0,No,0,Yes,20,Yes,25,Yes,5,No,0,50,175
P0181,CH0181,2023-10-20,2024-01-18,90,Leisure,Gold,Amsterdam,Zurich,Economy,No,136,Yes,20,No,0,No,0,No,0,No,0,No,0,20,156
P0181,CH0181,2022-04-06,2022-06-21,76,Leisure,Gold,Rome,London,Economy,Yes,93,No,0,No,0,Yes,15,Yes,20,Yes,15,No,0,50,143
P0181,CH0181,2022-01-28,2022-04-11,73,Leisure,Gold,London,Paris,Economy,No,110,Yes,30,No,0,No,0,No,0,No,0,No,0,30,140
P0181,CH0181,2019-11-15,2019-11-22,7,Leisure,Gold,London,Berlin,Economy,No,90,Yes,10,No,0,No,0,Yes,15,No,0,Yes,10,35,125
P0181,CH0181,2017-01-04,2017-05-01,117,Leisure,Gold,Paris,Rome,Economy,No,95,No,0,No,0,Yes,40,Yes,20,No,0,No,0,60,155
P0181,CH0181,2025-10-25,2025-12-05,41,Leisure,Gold,Rome,London,Economy,Yes,106,No,0,No,0,Yes,30,No,0,No,0,No,0,30,136
P0181,CH0181,2017-07-01,2017-08-07,37,Leisure,Gold,Madrid,Barcelona,Economy,Yes,92,Yes,25,No,0,Yes,20,No,0,No,0,No,0,45,137
P0181,CH0181,2024-03-11,2024-05-06,56,Leisure,Gold,Amsterdam,Zurich,Economy,No,145,Yes,30,No,0,Yes,30,No,0,No,0,No,0,60,205
P0181,CH0181,2022-04-16,2022-05-05,19,Leisure,Gold,London,Berlin,Economy,No,105,No,0,No,0,Yes,20,No,0,Yes,15,No,0,35,140
P0181,CH0181,2022-07-09,2022-09-24,77,Leisure,Gold,London,Berlin,Economy,No,142,No,0,No,0,Yes,40,No,0,No,0,No,0,40,182
P0181,CH0181,2021-04-21,2021-08-14,115,Leisure,Gold,Rome,London,Economy,Yes,151,Yes,25,No,0,Yes,20,No,0,No,0,No,0,45,196
P0181,CH0181,2020-12-13,2021-02-22,71,Leisure,Gold,London,Paris,Economy,No,86,No,0,No,0,Yes,30,Yes,25,No,0,Yes,5,60,146
P0181,CH0181,2018-06-13,2018-09-13,92,Leisure,Gold,Vienna,Prague,Economy,No,108,Yes,20,No,0,No,0,No,0,No,0,No,0,20,128
P0181,CH0181,2015-11-19,2016-02-28,101,Leisure,Gold,Berlin,Amsterdam,Economy,No,144,Yes,25,No,0,No,0,No,0,No,0,Yes,5,30,174
P0181,CH0181,2022-04-14,2022-07-19,96,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,95,No,0,No,0,Yes,20,No,0,No,0,No,0,20,115
P0181,CH0181,2020-06-29,2020-09-26,89,Leisure,Gold,Madrid,Barcelona,Economy,No,64,Yes,20,No,0,Yes,15,No,0,No,0,No,0,35,99
P0181,CH0181,2019-04-08,2019-04-16,8,Leisure,Gold,Paris,Rome,Economy,No,170,No,0,No,0,No,0,No,0,No,0,No,0,0,170
P0181,CH0181,2024-05-23,2024-07-10,48,Leisure,Gold,Madrid,Barcelona,Economy,Yes,98,Yes,10,No,0,Yes,20,No,0,No,0,No,0,30,128
P0181,CH0181,2023-07-16,2023-09-28,74,Leisure,Gold,Vienna,Prague,Economy,No,92,Yes,15,No,0,No,0,Yes,20,Yes,15,Yes,10,60,152
P0181,CH0181,2022-05-18,2022-09-14,119,Leisure,Gold,Madrid,Barcelona,Economy,No,53,Yes,25,No,0,No,0,No,0,No,0,Yes,3,28,81
P0181,CH0181,2016-11-10,2017-02-08,90,Leisure,Gold,Munich,Vienna,Economy,No,92,Yes,25,No,0,Yes,15,No,0,No,0,Yes,3,43,135
P0181,CH0181,2017-05-06,2017-07-27,82,Leisure,Gold,Munich,Vienna,Economy,Yes,132,No,0,No,0,Yes,40,No,0,Yes,15,No,0,55,187
P0181,CH0181,2016-07-05,2016-09-14,71,Leisure,Gold,Paris,Rome,Economy,No,93,No,0,No,0,No,0,No,0,Yes,20,No,0,20,113
P0181,CH0181,2017-05-30,2017-09-25,118,Leisure,Gold,Frankfurt,Madrid,Economy,No,167,No,0,No,0,No,0,Yes,15,Yes,20,No,0,35,202
P0181,CH0181,2015-12-31,2016-03-19,79,Leisure,Gold,Paris,Rome,Economy,No,149,Yes,25,No,0,No,0,No,0,No,0,No,0,25,174
P0181,CH0181,2024-07-03,2024-10-05,94,Leisure,Gold,Berlin,Amsterdam,Economy,No,133,No,0,No,0,Yes,20,No,0,No,0,No,0,20,153
P0181,CH0181,2015-03-12,2015-03-26,14,Leisure,Gold,Amsterdam,Zurich,Economy,No,91,Yes,20,No,0,Yes,15,No,0,Yes,15,No,0,50,141
P0181,CH0181,2018-05-18,2018-09-07,112,Leisure,Gold,London,Berlin,Economy,No,98,No,0,No,0,Yes,20,No,0,Yes,15,Yes,3,38,136
P0181,CH0181,2018-09-12,2018-10-17,35,Leisure,Gold,Paris,Rome,Economy,No,155,No,0,No,0,Yes,30,Yes,20,No,0,No,0,50,205
P0181,CH0181,2021-09-13,2021-11-09,57,Leisure,Gold,Munich,Vienna,Economy,No,116,No,0,No,0,Yes,15,Yes,15,No,0,Yes,5,35,151
P0181,CH0181,2018-03-08,2018-05-06,59,Leisure,Gold,Munich,Vienna,Economy,No,115,Yes,25,No,0,Yes,40,Yes,10,Yes,15,No,0,90,205
P0181,CH0181,2017-04-30,2017-08-25,117,Leisure,Gold,London,Paris,Economy,Yes,86,No,0,No,0,Yes,30,No,0,Yes,20,Yes,5,55,141
P0181,CH0181,2024-04-19,2024-05-07,18,Leisure,Gold,Amsterdam,Zurich,Economy,No,131,No,0,No,0,Yes,20,No,0,No,0,No,0,20,151
P0181,CH0181,2019-06-29,2019-07-13,14,Leisure,Gold,Vienna,Prague,Economy,Yes,93,No,0,No,0,Yes,15,No,0,No,0,Yes,10,25,118
P0181,CH0181,2020-10-19,2020-12-20,62,Leisure,Gold,London,Berlin,Economy,Yes,77,No,0,No,0,No,0,No,0,No,0,Yes,10,10,87
P0181,CH0181,2014-08-05,2014-10-01,57,Leisure,Gold,Paris,Rome,Economy,No,100,Yes,20,No,0,No,0,No,0,No,0,No,0,20,120
P0181,CH0181,2014-05-10,2014-08-10,92,Leisure,Gold,Vienna,Prague,Economy,Yes,61,No,0,No,0,Yes,30,No,0,No,0,No,0,30,91
P0181,CH0181,2020-02-16,2020-05-23,97,Leisure,Gold,Rome,London,Economy,No,94,No,0,No,0,Yes,15,Yes,15,No,0,No,0,30,124
P0181,CH0181,2016-12-20,2017-03-09,79,Leisure,Gold,London,Berlin,Economy,No,130,Yes,25,No,0,No,0,No,0,Yes,10,No,0,35,165
P0181,CH0181,2020-03-24,2020-06-22,90,Leisure,Gold,Paris,Rome,Economy,Yes,139,No,0,No,0,No,0,No,0,No,0,No,0,0,139
P0181,CH0181,2014-02-01,2014-03-18,45,Leisure,Gold,Madrid,Barcelona,Economy,No,63,No,0,No,0,Yes,15,Yes,20,Yes,5,Yes,15,55,118
P0181,CH0181,2017-10-19,2018-01-27,100,Leisure,Gold,London,Paris,Economy,No,90,Yes,25,No,0,Yes,15,No,0,No,0,No,0,40,130
P0181,CH0181,2016-04-22,2016-08-18,118,Leisure,Gold,London,Berlin,Economy,Yes,150,Yes,10,No,0,Yes,40,No,0,No,0,No,0,50,200
P0181,CH0181,2023-07-12,2023-08-03,22,Leisure,Gold,Madrid,Barcelona,Economy,Yes,50,Yes,15,No,0,No,0,No,0,No,0,No,0,15,65
P0181,CH0181,2014-10-19,2014-12-15,57,Leisure,Gold,London,Berlin,Economy,Yes,133,Yes,25,No,0,Yes,15,Yes,10,Yes,20,No,0,70,203
P0181,CH0181,2020-05-19,2020-08-13,86,Leisure,Gold,Paris,Rome,Economy,Yes,168,No,0,No,0,No,0,No,0,Yes,15,Yes,15,30,198
P0181,CH0181,2016-08-31,2016-09-07,7,Leisure,Gold,London,Berlin,Economy,No,102,No,0,No,0,Yes,15,No,0,No,0,No,0,15,117
P0181,CH0181,2017-08-11,2017-09-01,21,Leisure,Gold,London,Berlin,Economy,No,132,No,0,No,0,Yes,15,No,0,No,0,Yes,15,30,162
P0181,CH0181,2018-07-26,2018-10-07,73,Leisure,Gold,Munich,Vienna,Economy,No,100,Yes,10,No,0,Yes,30,Yes,10,No,0,No,0,50,150
P0181,CH0181,2023-09-18,2023-11-12,55,Leisure,Gold,Madrid,Barcelona,Economy,No,77,No,0,No,0,Yes,20,No,0,Yes,20,No,0,40,117
P0181,CH0181,2025-06-06,2025-09-20,106,Leisure,Gold,Amsterdam,Zurich,Economy,No,82,No,0,No,0,Yes,15,No,0,Yes,15,Yes,3,33,115
P0181,CH0181,2022-11-30,2022-12-13,13,Leisure,Gold,Rome,London,Economy,Yes,145,No,0,No,0,Yes,15,Yes,25,No,0,No,0,40,185
P0181,CH0181,2019-02-28,2019-05-27,88,Leisure,Gold,London,Berlin,Economy,No,138,No,0,No,0,Yes,20,No,0,No,0,Yes,3,23,161
P0181,CH0181,2017-06-26,2017-10-16,112,Leisure,Gold,Vienna,Prague,Economy,No,66,Yes,15,No,0,Yes,30,No,0,Yes,5,Yes,5,55,121
P0181,CH0181,2016-05-02,2016-05-06,4,Leisure,Gold,Frankfurt,Madrid,Economy,No,177,No,0,No,0,Yes,20,Yes,25,No,0,Yes,15,60,237
P0181,CH0181,2022-09-16,2023-01-08,114,Leisure,Gold,Frankfurt,Madrid,Economy,No,148,No,0,No,0,No,0,No,0,No,0,No,0,0,148
P0181,CH0181,2018-12-17,2019-02-19,64,Leisure,Gold,Munich,Vienna,Economy,No,86,No,0,No,0,Yes,30,No,0,Yes,20,Yes,15,65,151
P0181,CH0181,2023-08-14,2023-10-27,74,Leisure,Gold,Munich,Vienna,Economy,No,85,No,0,No,0,Yes,15,No,0,No,0,Yes,5,20,105
P0182,CH0182,2019-05-04,2019-05-11,7,Leisure,Gold,London,Paris,Economy,No,81,Yes,10,No,0,No,0,Yes,25,Yes,15,No,0,50,131
P0182,CH0182,2019-02-03,2019-04-20,76,Leisure,Gold,Berlin,Amsterdam,Economy,No,122,No,0,No,0,Yes,15,Yes,10,No,0,No,0,25,147
P0182,CH0182,2016-03-17,2016-03-18,1,Leisure,Gold,Amsterdam,Zurich,Economy,No,120,Yes,30,No,0,Yes,20,Yes,10,No,0,Yes,10,70,190
P0182,CH0182,2019-01-11,2019-02-05,25,Leisure,Gold,Frankfurt,Madrid,Economy,No,104,Yes,20,No,0,Yes,15,No,0,Yes,10,No,0,45,149
P0182,CH0182,2022-09-25,2022-10-18,23,Leisure,Gold,Rome,London,Economy,No,158,No,0,No,0,Yes,20,No,0,Yes,10,No,0,30,188
P0182,CH0182,2015-03-31,2015-04-22,22,Leisure,Gold,Rome,London,Economy,No,99,Yes,30,No,0,No,0,No,0,Yes,15,No,0,45,144
P0182,CH0182,2014-07-16,2014-11-04,111,Leisure,Gold,London,Berlin,Economy,No,72,Yes,10,No,0,No,0,No,0,No,0,No,0,10,82
P0182,CH0182,2025-04-14,2025-06-03,50,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,93,No,0,No,0,Yes,30,No,0,No,0,Yes,10,40,133
P0182,CH0182,2022-04-14,2022-06-27,74,Leisure,Gold,London,Berlin,Economy,Yes,141,Yes,20,No,0,No,0,No,0,No,0,Yes,3,23,164
P0182,CH0182,2024-06-08,2024-09-01,85,Leisure,Gold,Frankfurt,Madrid,Economy,No,165,No,0,No,0,Yes,15,Yes,15,No,0,No,0,30,195
P0182,CH0182,2016-11-22,2017-02-02,72,Leisure,Gold,London,Paris,Economy,No,106,No,0,No,0,Yes,40,Yes,20,Yes,5,No,0,65,171
P0182,CH0182,2025-01-01,2025-03-11,69,Leisure,Gold,Vienna,Prague,Economy,No,70,Yes,15,No,0,Yes,30,No,0,No,0,No,0,45,115
P0182,CH0182,2018-03-05,2018-05-01,57,Leisure,Gold,Madrid,Barcelona,Economy,No,71,No,0,No,0,Yes,30,No,0,No,0,Yes,5,35,106
P0182,CH0182,2014-04-01,2014-04-20,19,Leisure,Gold,Amsterdam,Zurich,Economy,No,83,Yes,20,No,0,No,0,Yes,10,No,0,No,0,30,113
P0182,CH0182,2025-10-22,2025-12-01,40,Leisure,Gold,London,Paris,Economy,Yes,100,No,0,No,0,No,0,No,0,Yes,20,No,0,20,120
P0182,CH0182,2018-12-12,2019-02-26,76,Leisure,Gold,Berlin,Amsterdam,Economy,No,91,No,0,No,0,Yes,30,No,0,No,0,No,0,30,121
P0182,CH0182,2025-07-03,2025-08-13,41,Leisure,Gold,Rome,London,Economy,Yes,119,Yes,25,No,0,No,0,Yes,25,No,0,No,0,50,169
P0182,CH0182,2015-09-18,2015-09-25,7,Leisure,Gold,Munich,Vienna,Economy,No,101,Yes,20,No,0,No,0,No,0,No,0,No,0,20,121
P0182,CH0182,2022-09-02,2022-12-25,114,Leisure,Gold,Amsterdam,Zurich,Economy,Yes,89,Yes,25,No,0,No,0,No,0,Yes,5,Yes,10,40,129
P0182,CH0182,2017-05-05,2017-07-10,66,Leisure,Gold,Munich,Vienna,Economy,Yes,119,Yes,20,No,0,No,0,No,0,Yes,15,No,0,35,154
P0182,CH0182,2015-08-30,2015-11-05,67,Leisure,Gold,Paris,Rome,Economy,No,131,No,0,No,0,Yes,20,No,0,No,0,No,0,20,151
P0182,CH0182,2022-01-24,2022-02-13,20,Leisure,Gold,Berlin,Amsterdam,Economy,No,124,Yes,15,No,0,Yes,15,No,0,No,0,No,0,30,154
P0182,CH0182,2017-01-07,2017-04-25,108,Leisure,Gold,London,Berlin,Economy,No,122,Yes,15,No,0,Yes,15,No,0,No,0,No,0,30,152
P0182,CH0182,2015-12-28,2016-01-06,9,Leisure,Gold,Rome,London,Economy,No,139,No,0,No,0,No,0,Yes,20,Yes,20,No,0,40,179
P0182,CH0182,2016-02-22,2016-04-17,55,Leisure,Gold,Amsterdam,Zurich,Economy,No,131,Yes,20,No,0,Yes,20,No,0,No,0,No,0,40,171
P0182,CH0182,2014-02-05,2014-02-26,21,Leisure,Gold,Amsterdam,Zurich,Economy,No,151,No,0,No,0,No,0,No,0,No,0,No,0,0,151
P0182,CH0182,2022-08-29,2022-12-07,100,Leisure,Gold,London,Berlin,Economy,Yes,138,Yes,30,No,0,Yes,40,No,0,Yes,20,No,0,90,228
P0182,CH0182,2014-07-12,2014-09-20,70,Leisure,Gold,Frankfurt,Madrid,Economy,No,177,No,0,No,0,No,0,Yes,20,Yes,5,No,0,25,202
